"Plot Title: 21744381"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21744381, SEN S/N: 21744381, LBL: F)","Coupler Attached (LGR S/N: 21744381)","Host Connected (LGR S/N: 21744381)","Stopped (LGR S/N: 21744381)","End Of File (LGR S/N: 21744381)"
8460,09/05/23 05:45:00 PM,19.282,,,,
8461,09/05/23 06:00:00 PM,19.282,,,,
8462,09/05/23 06:15:00 PM,19.282,,,,
8463,09/05/23 06:30:00 PM,19.282,,,,
8464,09/05/23 06:45:00 PM,19.282,,,,
8465,09/05/23 07:00:00 PM,19.187,,,,
8466,09/05/23 07:15:00 PM,19.187,,,,
8467,09/05/23 07:30:00 PM,19.187,,,,
8468,09/05/23 07:45:00 PM,19.282,,,,
8469,09/05/23 08:00:00 PM,19.187,,,,
8470,09/05/23 08:15:00 PM,19.187,,,,
8471,09/05/23 08:30:00 PM,19.187,,,,
8472,09/05/23 08:45:00 PM,19.187,,,,
8473,09/05/23 09:00:00 PM,19.187,,,,
8474,09/05/23 09:15:00 PM,19.187,,,,
8475,09/05/23 09:30:00 PM,19.187,,,,
8476,09/05/23 09:45:00 PM,19.187,,,,
8477,09/05/23 10:00:00 PM,19.187,,,,
8478,09/05/23 10:15:00 PM,19.187,,,,
8479,09/05/23 10:30:00 PM,19.187,,,,
8480,09/05/23 10:45:00 PM,19.187,,,,
8481,09/05/23 11:00:00 PM,19.187,,,,
8482,09/05/23 11:15:00 PM,19.187,,,,
8483,09/05/23 11:30:00 PM,19.187,,,,
8484,09/05/23 11:45:00 PM,19.187,,,,
8485,09/06/23 12:00:00 AM,19.187,,,,
8486,09/06/23 12:15:00 AM,19.187,,,,
8487,09/06/23 12:30:00 AM,19.187,,,,
8488,09/06/23 12:45:00 AM,19.187,,,,
8489,09/06/23 01:00:00 AM,19.187,,,,
8490,09/06/23 01:15:00 AM,19.187,,,,
8491,09/06/23 01:30:00 AM,19.187,,,,
8492,09/06/23 01:45:00 AM,19.187,,,,
8493,09/06/23 02:00:00 AM,19.187,,,,
8494,09/06/23 02:15:00 AM,19.187,,,,
8495,09/06/23 02:30:00 AM,19.187,,,,
8496,09/06/23 02:45:00 AM,19.092,,,,
8497,09/06/23 03:00:00 AM,19.092,,,,
8498,09/06/23 03:15:00 AM,19.187,,,,
8499,09/06/23 03:30:00 AM,19.187,,,,
8500,09/06/23 03:45:00 AM,19.092,,,,
8501,09/06/23 04:00:00 AM,19.092,,,,
8502,09/06/23 04:15:00 AM,19.092,,,,
8503,09/06/23 04:30:00 AM,19.092,,,,
8504,09/06/23 04:45:00 AM,19.092,,,,
8505,09/06/23 05:00:00 AM,19.187,,,,
8506,09/06/23 05:15:00 AM,19.187,,,,
8507,09/06/23 05:30:00 AM,19.092,,,,
8508,09/06/23 05:45:00 AM,19.187,,,,
8509,09/06/23 06:00:00 AM,19.187,,,,
8510,09/06/23 06:15:00 AM,19.187,,,,
8511,09/06/23 06:30:00 AM,19.092,,,,
8512,09/06/23 06:45:00 AM,19.187,,,,
8513,09/06/23 07:00:00 AM,19.187,,,,
8514,09/06/23 07:15:00 AM,19.187,,,,
8515,09/06/23 07:30:00 AM,19.187,,,,
8516,09/06/23 07:45:00 AM,19.187,,,,
8517,09/06/23 08:00:00 AM,19.187,,,,
8518,09/06/23 08:15:00 AM,19.187,,,,
8519,09/06/23 08:30:00 AM,19.187,,,,
8520,09/06/23 08:45:00 AM,19.187,,,,
8521,09/06/23 09:00:00 AM,19.187,,,,
8522,09/06/23 09:15:00 AM,19.092,,,,
8523,09/06/23 09:30:00 AM,19.092,,,,
8524,09/06/23 09:45:00 AM,19.092,,,,
8525,09/06/23 10:00:00 AM,19.092,,,,
8526,09/06/23 10:15:00 AM,19.092,,,,
8527,09/06/23 10:30:00 AM,19.092,,,,
8528,09/06/23 10:45:00 AM,19.092,,,,
8529,09/06/23 11:00:00 AM,19.092,,,,
8530,09/06/23 11:15:00 AM,19.092,,,,
8531,09/06/23 11:30:00 AM,19.092,,,,
8532,09/06/23 11:45:00 AM,19.092,,,,
8533,09/06/23 12:00:00 PM,19.187,,,,
8534,09/06/23 12:15:00 PM,19.187,,,,
8535,09/06/23 12:30:00 PM,19.187,,,,
8536,09/06/23 12:45:00 PM,19.187,,,,
8537,09/06/23 01:00:00 PM,19.187,,,,
8538,09/06/23 01:15:00 PM,19.187,,,,
8539,09/06/23 01:30:00 PM,19.187,,,,
8540,09/06/23 01:45:00 PM,19.092,,,,
8541,09/06/23 02:00:00 PM,19.187,,,,
8542,09/06/23 02:15:00 PM,19.187,,,,
8543,09/06/23 02:30:00 PM,19.187,,,,
8544,09/06/23 02:45:00 PM,19.187,,,,
8545,09/06/23 03:00:00 PM,19.187,,,,
8546,09/06/23 03:15:00 PM,19.187,,,,
8547,09/06/23 03:30:00 PM,19.187,,,,
8548,09/06/23 03:45:00 PM,19.187,,,,
8549,09/06/23 04:00:00 PM,19.187,,,,
8550,09/06/23 04:15:00 PM,19.187,,,,
8551,09/06/23 04:30:00 PM,19.187,,,,
8552,09/06/23 04:45:00 PM,19.187,,,,
8553,09/06/23 05:00:00 PM,19.187,,,,
8554,09/06/23 05:15:00 PM,19.187,,,,
8555,09/06/23 05:30:00 PM,19.187,,,,
8556,09/06/23 05:45:00 PM,19.187,,,,
8557,09/06/23 06:00:00 PM,19.187,,,,
8558,09/06/23 06:15:00 PM,19.187,,,,
8559,09/06/23 06:30:00 PM,19.187,,,,
8560,09/06/23 06:45:00 PM,19.187,,,,
8561,09/06/23 07:00:00 PM,19.187,,,,
8562,09/06/23 07:15:00 PM,19.092,,,,
8563,09/06/23 07:30:00 PM,19.187,,,,
8564,09/06/23 07:45:00 PM,19.187,,,,
8565,09/06/23 08:00:00 PM,19.187,,,,
8566,09/06/23 08:15:00 PM,19.187,,,,
8567,09/06/23 08:30:00 PM,19.187,,,,
8568,09/06/23 08:45:00 PM,19.187,,,,
8569,09/06/23 09:00:00 PM,19.187,,,,
8570,09/06/23 09:15:00 PM,19.092,,,,
8571,09/06/23 09:30:00 PM,19.092,,,,
8572,09/06/23 09:45:00 PM,19.092,,,,
8573,09/06/23 10:00:00 PM,19.092,,,,
8574,09/06/23 10:15:00 PM,19.092,,,,
8575,09/06/23 10:30:00 PM,19.187,,,,
8576,09/06/23 10:45:00 PM,19.092,,,,
8577,09/06/23 11:00:00 PM,19.092,,,,
8578,09/06/23 11:15:00 PM,19.092,,,,
8579,09/06/23 11:30:00 PM,19.092,,,,
8580,09/06/23 11:45:00 PM,19.092,,,,
8581,09/07/23 12:00:00 AM,19.187,,,,
8582,09/07/23 12:15:00 AM,19.187,,,,
8583,09/07/23 12:30:00 AM,19.187,,,,
8584,09/07/23 12:45:00 AM,19.092,,,,
8585,09/07/23 01:00:00 AM,19.092,,,,
8586,09/07/23 01:15:00 AM,19.092,,,,
8587,09/07/23 01:30:00 AM,19.092,,,,
8588,09/07/23 01:45:00 AM,19.092,,,,
8589,09/07/23 02:00:00 AM,19.092,,,,
8590,09/07/23 02:15:00 AM,19.092,,,,
8591,09/07/23 02:30:00 AM,19.092,,,,
8592,09/07/23 02:45:00 AM,19.092,,,,
8593,09/07/23 03:00:00 AM,19.092,,,,
8594,09/07/23 03:15:00 AM,19.092,,,,
8595,09/07/23 03:30:00 AM,19.092,,,,
8596,09/07/23 03:45:00 AM,19.092,,,,
8597,09/07/23 04:00:00 AM,19.092,,,,
8598,09/07/23 04:15:00 AM,19.092,,,,
8599,09/07/23 04:30:00 AM,19.092,,,,
8600,09/07/23 04:45:00 AM,19.187,,,,
8601,09/07/23 05:00:00 AM,19.187,,,,
8602,09/07/23 05:15:00 AM,19.187,,,,
8603,09/07/23 05:30:00 AM,19.187,,,,
8604,09/07/23 05:45:00 AM,19.187,,,,
8605,09/07/23 06:00:00 AM,19.187,,,,
8606,09/07/23 06:15:00 AM,19.092,,,,
8607,09/07/23 06:30:00 AM,19.092,,,,
8608,09/07/23 06:45:00 AM,19.187,,,,
8609,09/07/23 07:00:00 AM,19.187,,,,
8610,09/07/23 07:15:00 AM,19.092,,,,
8611,09/07/23 07:30:00 AM,19.092,,,,
8612,09/07/23 07:45:00 AM,19.092,,,,
8613,09/07/23 08:00:00 AM,19.092,,,,
8614,09/07/23 08:15:00 AM,19.092,,,,
8615,09/07/23 08:30:00 AM,19.092,,,,
8616,09/07/23 08:45:00 AM,19.092,,,,
8617,09/07/23 09:00:00 AM,19.092,,,,
8618,09/07/23 09:15:00 AM,19.092,,,,
8619,09/07/23 09:30:00 AM,19.092,,,,
8620,09/07/23 09:45:00 AM,19.092,,,,
8621,09/07/23 10:00:00 AM,19.092,,,,
8622,09/07/23 10:15:00 AM,19.092,,,,
8623,09/07/23 10:30:00 AM,19.092,,,,
8624,09/07/23 10:45:00 AM,19.092,,,,
8625,09/07/23 11:00:00 AM,19.092,,,,
8626,09/07/23 11:15:00 AM,19.092,,,,
8627,09/07/23 11:30:00 AM,19.092,,,,
8628,09/07/23 11:45:00 AM,19.092,,,,
8629,09/07/23 12:00:00 PM,19.092,,,,
8630,09/07/23 12:15:00 PM,19.092,,,,
8631,09/07/23 12:30:00 PM,19.092,,,,
8632,09/07/23 12:45:00 PM,19.092,,,,
8633,09/07/23 01:00:00 PM,19.092,,,,
8634,09/07/23 01:15:00 PM,19.092,,,,
8635,09/07/23 01:30:00 PM,19.092,,,,
8636,09/07/23 01:45:00 PM,19.092,,,,
8637,09/07/23 02:00:00 PM,19.092,,,,
8638,09/07/23 02:15:00 PM,19.092,,,,
8639,09/07/23 02:30:00 PM,19.092,,,,
8640,09/07/23 02:45:00 PM,19.092,,,,
8641,09/07/23 03:00:00 PM,19.187,,,,
8642,09/07/23 03:15:00 PM,19.092,,,,
8643,09/07/23 03:30:00 PM,19.092,,,,
8644,09/07/23 03:45:00 PM,19.092,,,,
8645,09/07/23 04:00:00 PM,19.092,,,,
8646,09/07/23 04:15:00 PM,19.092,,,,
8647,09/07/23 04:30:00 PM,19.092,,,,
8648,09/07/23 04:45:00 PM,19.092,,,,
8649,09/07/23 05:00:00 PM,19.092,,,,
8650,09/07/23 05:15:00 PM,19.092,,,,
8651,09/07/23 05:30:00 PM,19.092,,,,
8652,09/07/23 05:45:00 PM,19.092,,,,
8653,09/07/23 06:00:00 PM,19.092,,,,
8654,09/07/23 06:15:00 PM,19.092,,,,
8655,09/07/23 06:30:00 PM,19.092,,,,
8656,09/07/23 06:45:00 PM,19.092,,,,
8657,09/07/23 07:00:00 PM,19.092,,,,
8658,09/07/23 07:15:00 PM,19.092,,,,
8659,09/07/23 07:30:00 PM,19.092,,,,
8660,09/07/23 07:45:00 PM,19.092,,,,
8661,09/07/23 08:00:00 PM,19.092,,,,
8662,09/07/23 08:15:00 PM,19.092,,,,
8663,09/07/23 08:30:00 PM,19.092,,,,
8664,09/07/23 08:45:00 PM,19.092,,,,
8665,09/07/23 09:00:00 PM,19.092,,,,
8666,09/07/23 09:15:00 PM,19.092,,,,
8667,09/07/23 09:30:00 PM,19.092,,,,
8668,09/07/23 09:45:00 PM,19.092,,,,
8669,09/07/23 10:00:00 PM,19.092,,,,
8670,09/07/23 10:15:00 PM,19.092,,,,
8671,09/07/23 10:30:00 PM,19.092,,,,
8672,09/07/23 10:45:00 PM,19.092,,,,
8673,09/07/23 11:00:00 PM,19.092,,,,
8674,09/07/23 11:15:00 PM,19.092,,,,
8675,09/07/23 11:30:00 PM,19.092,,,,
8676,09/07/23 11:45:00 PM,19.092,,,,
8677,09/08/23 12:00:00 AM,19.092,,,,
8678,09/08/23 12:15:00 AM,19.092,,,,
8679,09/08/23 12:30:00 AM,19.092,,,,
8680,09/08/23 12:45:00 AM,19.092,,,,
8681,09/08/23 01:00:00 AM,19.092,,,,
8682,09/08/23 01:15:00 AM,19.092,,,,
8683,09/08/23 01:30:00 AM,19.092,,,,
8684,09/08/23 01:45:00 AM,19.092,,,,
8685,09/08/23 02:00:00 AM,19.092,,,,
8686,09/08/23 02:15:00 AM,19.092,,,,
8687,09/08/23 02:30:00 AM,19.092,,,,
8688,09/08/23 02:45:00 AM,19.092,,,,
8689,09/08/23 03:00:00 AM,19.092,,,,
8690,09/08/23 03:15:00 AM,19.092,,,,
8691,09/08/23 03:30:00 AM,19.092,,,,
8692,09/08/23 03:45:00 AM,19.092,,,,
8693,09/08/23 04:00:00 AM,19.092,,,,
8694,09/08/23 04:15:00 AM,19.092,,,,
8695,09/08/23 04:30:00 AM,19.092,,,,
8696,09/08/23 04:45:00 AM,19.092,,,,
8697,09/08/23 05:00:00 AM,19.092,,,,
8698,09/08/23 05:15:00 AM,19.092,,,,
8699,09/08/23 05:30:00 AM,19.092,,,,
8700,09/08/23 05:45:00 AM,19.092,,,,
8701,09/08/23 06:00:00 AM,19.092,,,,
8702,09/08/23 06:15:00 AM,19.092,,,,
8703,09/08/23 06:30:00 AM,19.092,,,,
8704,09/08/23 06:45:00 AM,19.092,,,,
8705,09/08/23 07:00:00 AM,19.092,,,,
8706,09/08/23 07:15:00 AM,19.092,,,,
8707,09/08/23 07:30:00 AM,19.092,,,,
8708,09/08/23 07:45:00 AM,19.092,,,,
8709,09/08/23 08:00:00 AM,19.092,,,,
8710,09/08/23 08:15:00 AM,19.092,,,,
8711,09/08/23 08:30:00 AM,19.092,,,,
8712,09/08/23 08:45:00 AM,19.092,,,,
8713,09/08/23 09:00:00 AM,19.092,,,,
8714,09/08/23 09:15:00 AM,19.092,,,,
8715,09/08/23 09:30:00 AM,19.092,,,,
8716,09/08/23 09:45:00 AM,19.092,,,,
8717,09/08/23 10:00:00 AM,19.092,,,,
8718,09/08/23 10:15:00 AM,19.092,,,,
8719,09/08/23 10:30:00 AM,19.092,,,,
8720,09/08/23 10:45:00 AM,19.092,,,,
8721,09/08/23 11:00:00 AM,19.092,,,,
8722,09/08/23 11:15:00 AM,19.092,,,,
8723,09/08/23 11:30:00 AM,19.092,,,,
8724,09/08/23 11:45:00 AM,19.092,,,,
8725,09/08/23 12:00:00 PM,19.092,,,,
8726,09/08/23 12:15:00 PM,19.092,,,,
8727,09/08/23 12:30:00 PM,19.092,,,,
8728,09/08/23 12:45:00 PM,19.092,,,,
8729,09/08/23 01:00:00 PM,19.092,,,,
8730,09/08/23 01:15:00 PM,19.187,,,,
8731,09/08/23 01:30:00 PM,19.092,,,,
8732,09/08/23 01:45:00 PM,19.092,,,,
8733,09/08/23 02:00:00 PM,19.092,,,,
8734,09/08/23 02:15:00 PM,19.092,,,,
8735,09/08/23 02:30:00 PM,19.092,,,,
8736,09/08/23 02:45:00 PM,19.092,,,,
8737,09/08/23 03:00:00 PM,19.092,,,,
8738,09/08/23 03:15:00 PM,19.092,,,,
8739,09/08/23 03:30:00 PM,19.092,,,,
8740,09/08/23 03:45:00 PM,19.092,,,,
8741,09/08/23 04:00:00 PM,19.092,,,,
8742,09/08/23 04:15:00 PM,19.092,,,,
8743,09/08/23 04:30:00 PM,19.092,,,,
8744,09/08/23 04:45:00 PM,19.092,,,,
8745,09/08/23 05:00:00 PM,19.092,,,,
8746,09/08/23 05:15:00 PM,19.092,,,,
8747,09/08/23 05:30:00 PM,19.092,,,,
8748,09/08/23 05:45:00 PM,19.092,,,,
8749,09/08/23 06:00:00 PM,19.092,,,,
8750,09/08/23 06:15:00 PM,19.092,,,,
8751,09/08/23 06:30:00 PM,19.092,,,,
8752,09/08/23 06:45:00 PM,19.092,,,,
8753,09/08/23 07:00:00 PM,19.092,,,,
8754,09/08/23 07:15:00 PM,19.092,,,,
8755,09/08/23 07:30:00 PM,19.092,,,,
8756,09/08/23 07:45:00 PM,19.092,,,,
8757,09/08/23 08:00:00 PM,19.092,,,,
8758,09/08/23 08:15:00 PM,19.092,,,,
8759,09/08/23 08:30:00 PM,19.092,,,,
8760,09/08/23 08:45:00 PM,19.092,,,,
8761,09/08/23 09:00:00 PM,19.092,,,,
8762,09/08/23 09:15:00 PM,19.092,,,,
8763,09/08/23 09:30:00 PM,19.092,,,,
8764,09/08/23 09:45:00 PM,19.092,,,,
8765,09/08/23 10:00:00 PM,19.092,,,,
8766,09/08/23 10:15:00 PM,19.092,,,,
8767,09/08/23 10:30:00 PM,19.092,,,,
8768,09/08/23 10:45:00 PM,19.092,,,,
8769,09/08/23 11:00:00 PM,19.092,,,,
8770,09/08/23 11:15:00 PM,19.092,,,,
8771,09/08/23 11:30:00 PM,19.092,,,,
8772,09/08/23 11:45:00 PM,19.092,,,,
8773,09/09/23 12:00:00 AM,19.092,,,,
8774,09/09/23 12:15:00 AM,19.092,,,,
8775,09/09/23 12:30:00 AM,19.092,,,,
8776,09/09/23 12:45:00 AM,19.092,,,,
8777,09/09/23 01:00:00 AM,19.092,,,,
8778,09/09/23 01:15:00 AM,19.092,,,,
8779,09/09/23 01:30:00 AM,19.092,,,,
8780,09/09/23 01:45:00 AM,19.092,,,,
8781,09/09/23 02:00:00 AM,19.092,,,,
8782,09/09/23 02:15:00 AM,19.092,,,,
8783,09/09/23 02:30:00 AM,19.092,,,,
8784,09/09/23 02:45:00 AM,19.092,,,,
8785,09/09/23 03:00:00 AM,19.092,,,,
8786,09/09/23 03:15:00 AM,19.092,,,,
8787,09/09/23 03:30:00 AM,19.092,,,,
8788,09/09/23 03:45:00 AM,19.092,,,,
8789,09/09/23 04:00:00 AM,19.092,,,,
8790,09/09/23 04:15:00 AM,19.092,,,,
8791,09/09/23 04:30:00 AM,19.092,,,,
8792,09/09/23 04:45:00 AM,19.092,,,,
8793,09/09/23 05:00:00 AM,19.092,,,,
8794,09/09/23 05:15:00 AM,19.092,,,,
8795,09/09/23 05:30:00 AM,19.092,,,,
8796,09/09/23 05:45:00 AM,19.092,,,,
8797,09/09/23 06:00:00 AM,19.092,,,,
8798,09/09/23 06:15:00 AM,19.092,,,,
8799,09/09/23 06:30:00 AM,19.092,,,,
8800,09/09/23 06:45:00 AM,19.092,,,,
8801,09/09/23 07:00:00 AM,19.092,,,,
8802,09/09/23 07:15:00 AM,19.092,,,,
8803,09/09/23 07:30:00 AM,19.092,,,,
8804,09/09/23 07:45:00 AM,19.092,,,,
8805,09/09/23 08:00:00 AM,19.092,,,,
8806,09/09/23 08:15:00 AM,19.092,,,,
8807,09/09/23 08:30:00 AM,19.092,,,,
8808,09/09/23 08:45:00 AM,19.092,,,,
8809,09/09/23 09:00:00 AM,19.187,,,,
8810,09/09/23 09:15:00 AM,19.092,,,,
8811,09/09/23 09:30:00 AM,19.187,,,,
8812,09/09/23 09:45:00 AM,19.187,,,,
8813,09/09/23 10:00:00 AM,19.187,,,,
8814,09/09/23 10:15:00 AM,19.092,,,,
8815,09/09/23 10:30:00 AM,19.187,,,,
8816,09/09/23 10:45:00 AM,19.187,,,,
8817,09/09/23 11:00:00 AM,19.187,,,,
8818,09/09/23 11:15:00 AM,19.187,,,,
8819,09/09/23 11:30:00 AM,19.187,,,,
8820,09/09/23 11:45:00 AM,19.187,,,,
8821,09/09/23 12:00:00 PM,19.187,,,,
8822,09/09/23 12:15:00 PM,19.187,,,,
8823,09/09/23 12:30:00 PM,19.187,,,,
8824,09/09/23 12:45:00 PM,19.282,,,,
8825,09/09/23 01:00:00 PM,19.092,,,,
8826,09/09/23 01:15:00 PM,19.092,,,,
8827,09/09/23 01:30:00 PM,19.092,,,,
8828,09/09/23 01:45:00 PM,19.092,,,,
8829,09/09/23 02:00:00 PM,19.092,,,,
8830,09/09/23 02:15:00 PM,19.092,,,,
8831,09/09/23 02:30:00 PM,19.092,,,,
8832,09/09/23 02:45:00 PM,19.092,,,,
8833,09/09/23 03:00:00 PM,19.092,,,,
8834,09/09/23 03:15:00 PM,19.092,,,,
8835,09/09/23 03:30:00 PM,19.092,,,,
8836,09/09/23 03:45:00 PM,19.092,,,,
8837,09/09/23 04:00:00 PM,19.092,,,,
8838,09/09/23 04:15:00 PM,19.092,,,,
8839,09/09/23 04:30:00 PM,19.092,,,,
8840,09/09/23 04:45:00 PM,19.092,,,,
8841,09/09/23 05:00:00 PM,19.092,,,,
8842,09/09/23 05:15:00 PM,19.092,,,,
8843,09/09/23 05:30:00 PM,19.092,,,,
8844,09/09/23 05:45:00 PM,19.092,,,,
8845,09/09/23 06:00:00 PM,19.092,,,,
8846,09/09/23 06:15:00 PM,19.092,,,,
8847,09/09/23 06:30:00 PM,19.092,,,,
8848,09/09/23 06:45:00 PM,19.092,,,,
8849,09/09/23 07:00:00 PM,19.092,,,,
8850,09/09/23 07:15:00 PM,19.092,,,,
8851,09/09/23 07:30:00 PM,19.092,,,,
8852,09/09/23 07:45:00 PM,19.092,,,,
8853,09/09/23 08:00:00 PM,19.092,,,,
8854,09/09/23 08:15:00 PM,19.092,,,,
8855,09/09/23 08:30:00 PM,19.092,,,,
8856,09/09/23 08:45:00 PM,19.092,,,,
8857,09/09/23 09:00:00 PM,19.092,,,,
8858,09/09/23 09:15:00 PM,19.092,,,,
8859,09/09/23 09:30:00 PM,19.092,,,,
8860,09/09/23 09:45:00 PM,19.092,,,,
8861,09/09/23 10:00:00 PM,19.092,,,,
8862,09/09/23 10:15:00 PM,19.092,,,,
8863,09/09/23 10:30:00 PM,19.092,,,,
8864,09/09/23 10:45:00 PM,19.092,,,,
8865,09/09/23 11:00:00 PM,19.092,,,,
8866,09/09/23 11:15:00 PM,19.092,,,,
8867,09/09/23 11:30:00 PM,19.092,,,,
8868,09/09/23 11:45:00 PM,19.092,,,,
8869,09/10/23 12:00:00 AM,19.092,,,,
8870,09/10/23 12:15:00 AM,19.092,,,,
8871,09/10/23 12:30:00 AM,19.092,,,,
8872,09/10/23 12:45:00 AM,19.092,,,,
8873,09/10/23 01:00:00 AM,19.092,,,,
8874,09/10/23 01:15:00 AM,19.092,,,,
8875,09/10/23 01:30:00 AM,19.092,,,,
8876,09/10/23 01:45:00 AM,19.092,,,,
8877,09/10/23 02:00:00 AM,19.092,,,,
8878,09/10/23 02:15:00 AM,19.092,,,,
8879,09/10/23 02:30:00 AM,19.092,,,,
8880,09/10/23 02:45:00 AM,19.092,,,,
8881,09/10/23 03:00:00 AM,19.092,,,,
8882,09/10/23 03:15:00 AM,19.092,,,,
8883,09/10/23 03:30:00 AM,19.092,,,,
8884,09/10/23 03:45:00 AM,19.092,,,,
8885,09/10/23 04:00:00 AM,19.092,,,,
8886,09/10/23 04:15:00 AM,19.092,,,,
8887,09/10/23 04:30:00 AM,19.092,,,,
8888,09/10/23 04:45:00 AM,19.092,,,,
8889,09/10/23 05:00:00 AM,19.092,,,,
8890,09/10/23 05:15:00 AM,19.092,,,,
8891,09/10/23 05:30:00 AM,19.092,,,,
8892,09/10/23 05:45:00 AM,19.092,,,,
8893,09/10/23 06:00:00 AM,19.092,,,,
8894,09/10/23 06:15:00 AM,19.092,,,,
8895,09/10/23 06:30:00 AM,19.092,,,,
8896,09/10/23 06:45:00 AM,19.092,,,,
8897,09/10/23 07:00:00 AM,19.092,,,,
8898,09/10/23 07:15:00 AM,19.092,,,,
8899,09/10/23 07:30:00 AM,19.092,,,,
8900,09/10/23 07:45:00 AM,19.092,,,,
8901,09/10/23 08:00:00 AM,19.092,,,,
8902,09/10/23 08:15:00 AM,19.092,,,,
8903,09/10/23 08:30:00 AM,19.092,,,,
8904,09/10/23 08:45:00 AM,19.092,,,,
8905,09/10/23 09:00:00 AM,19.092,,,,
8906,09/10/23 09:15:00 AM,19.092,,,,
8907,09/10/23 09:30:00 AM,19.092,,,,
8908,09/10/23 09:45:00 AM,19.092,,,,
8909,09/10/23 10:00:00 AM,19.092,,,,
8910,09/10/23 10:15:00 AM,19.092,,,,
8911,09/10/23 10:30:00 AM,19.092,,,,
8912,09/10/23 10:45:00 AM,19.092,,,,
8913,09/10/23 11:00:00 AM,19.092,,,,
8914,09/10/23 11:15:00 AM,19.092,,,,
8915,09/10/23 11:30:00 AM,19.092,,,,
8916,09/10/23 11:45:00 AM,19.092,,,,
8917,09/10/23 12:00:00 PM,19.092,,,,
8918,09/10/23 12:15:00 PM,19.092,,,,
8919,09/10/23 12:30:00 PM,19.092,,,,
8920,09/10/23 12:45:00 PM,19.092,,,,
8921,09/10/23 01:00:00 PM,19.092,,,,
8922,09/10/23 01:15:00 PM,19.092,,,,
8923,09/10/23 01:30:00 PM,19.092,,,,
8924,09/10/23 01:45:00 PM,19.092,,,,
8925,09/10/23 02:00:00 PM,19.092,,,,
8926,09/10/23 02:15:00 PM,19.092,,,,
8927,09/10/23 02:30:00 PM,19.092,,,,
8928,09/10/23 02:45:00 PM,19.092,,,,
8929,09/10/23 03:00:00 PM,19.092,,,,
8930,09/10/23 03:15:00 PM,19.092,,,,
8931,09/10/23 03:30:00 PM,19.092,,,,
8932,09/10/23 03:45:00 PM,19.092,,,,
8933,09/10/23 04:00:00 PM,19.092,,,,
8934,09/10/23 04:15:00 PM,19.092,,,,
8935,09/10/23 04:30:00 PM,19.092,,,,
8936,09/10/23 04:45:00 PM,19.092,,,,
8937,09/10/23 05:00:00 PM,19.092,,,,
8938,09/10/23 05:15:00 PM,19.092,,,,
8939,09/10/23 05:30:00 PM,19.092,,,,
8940,09/10/23 05:45:00 PM,19.092,,,,
8941,09/10/23 06:00:00 PM,19.092,,,,
8942,09/10/23 06:15:00 PM,19.092,,,,
8943,09/10/23 06:30:00 PM,19.092,,,,
8944,09/10/23 06:45:00 PM,19.092,,,,
8945,09/10/23 07:00:00 PM,19.092,,,,
8946,09/10/23 07:15:00 PM,19.092,,,,
8947,09/10/23 07:30:00 PM,19.092,,,,
8948,09/10/23 07:45:00 PM,19.092,,,,
8949,09/10/23 08:00:00 PM,19.092,,,,
8950,09/10/23 08:15:00 PM,19.092,,,,
8951,09/10/23 08:30:00 PM,19.092,,,,
8952,09/10/23 08:45:00 PM,19.092,,,,
8953,09/10/23 09:00:00 PM,19.092,,,,
8954,09/10/23 09:15:00 PM,19.092,,,,
8955,09/10/23 09:30:00 PM,19.092,,,,
8956,09/10/23 09:45:00 PM,19.092,,,,
8957,09/10/23 10:00:00 PM,19.092,,,,
8958,09/10/23 10:15:00 PM,19.092,,,,
8959,09/10/23 10:30:00 PM,19.092,,,,
8960,09/10/23 10:45:00 PM,19.092,,,,
8961,09/10/23 11:00:00 PM,19.092,,,,
8962,09/10/23 11:15:00 PM,19.092,,,,
8963,09/10/23 11:30:00 PM,19.092,,,,
8964,09/10/23 11:45:00 PM,19.092,,,,
8965,09/11/23 12:00:00 AM,19.092,,,,
8966,09/11/23 12:15:00 AM,19.092,,,,
8967,09/11/23 12:30:00 AM,19.092,,,,
8968,09/11/23 12:45:00 AM,19.092,,,,
8969,09/11/23 01:00:00 AM,19.092,,,,
8970,09/11/23 01:15:00 AM,19.092,,,,
8971,09/11/23 01:30:00 AM,19.092,,,,
8972,09/11/23 01:45:00 AM,19.092,,,,
8973,09/11/23 02:00:00 AM,19.092,,,,
8974,09/11/23 02:15:00 AM,19.092,,,,
8975,09/11/23 02:30:00 AM,19.092,,,,
8976,09/11/23 02:45:00 AM,19.092,,,,
8977,09/11/23 03:00:00 AM,19.092,,,,
8978,09/11/23 03:15:00 AM,19.092,,,,
8979,09/11/23 03:30:00 AM,19.092,,,,
8980,09/11/23 03:45:00 AM,19.092,,,,
8981,09/11/23 04:00:00 AM,19.092,,,,
8982,09/11/23 04:15:00 AM,19.092,,,,
8983,09/11/23 04:30:00 AM,19.092,,,,
8984,09/11/23 04:45:00 AM,19.092,,,,
8985,09/11/23 05:00:00 AM,19.092,,,,
8986,09/11/23 05:15:00 AM,19.092,,,,
8987,09/11/23 05:30:00 AM,19.092,,,,
8988,09/11/23 05:45:00 AM,19.092,,,,
8989,09/11/23 06:00:00 AM,19.092,,,,
8990,09/11/23 06:15:00 AM,19.092,,,,
8991,09/11/23 06:30:00 AM,19.092,,,,
