Treatment,Folder,DATE,Photo names,,Area,Mean,Min,Max,Lenght
B,B1_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_02_06\B2_02_06_7",11,0.026,"137,554","53,462","164,607","7,790"
B,B1_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_05_01_24\B1_05_01_24_1",12,0.021,"116,169","57,971","156,085","6,263"
B,B1_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_05_12_23\B1_05_12_23",13,0.024,"80,592","45,705","150,508","7,199"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_4",19,0.022,"113,839","56,959","160,444","6,671"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_4",18,0.023,"120,595","59,217","164,297","6,925"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_1",15,0.023,"116,677","42,394","162,828","6,956"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_1",14,0.024,"119,860","61,843","158,122","7,052"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_2",16,0.024,"123,808","61,045","167,310","7,229"
B,B1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_01_24\B1_08_01_24_3",17,0.024,"129,246","77,792","164,017","7,339"
B,B1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_12_23\B1_08_12_23_1",20,0.022,"112,999","56,237","159,959","6,545"
B,B1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_12_23\B1_08_12_23_2",22,0.023,"127,285","66,557","164,449","6,960"
B,B1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_08_12_23\B1_08_12_23_1",21,0.024,"120,436","57,036","165,301","7,274"
B,B1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_12_01_24\B1_12_01_24_1",24,0.021,"104,922","48,849","157,726","6,334"
B,B1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_12_01_24\B1_12_01_24_2",26,0.022,"121,361","63,942","161,464","6,677"
B,B1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_12_01_24\B1_12_01_24_2",25,0.023,"117,976","66,438","161,519","6,863"
B,B1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_16_01_24\B1_16_01_24_2",29,0.020,"120,345","69,923","165,034","6,027"
B,B1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_16_01_24\B1_16_01_24_2",28,0.022,"128,951","73,220","165,247","6,503"
B,B1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_16_01_24\B1_16_01_24_3",32,0.022,"126,868","76,942","163,374","6,538"
B,B1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_16_01_24\B1_16_01_24_1",27,0.022,"117,431","65,134","162,851","6,696"
B,B1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_16_01_24\B1_16_01_24_3",31,0.024,"118,921","51,199","159,767","7,054"
B,B1_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_25_12_23\B1_25_12_23_1",35,0.024,"95,516","38,307","126,916","7,343"
B,B1_26_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_26_01_24\B1_26_01_24_2",37,0.022,"122,771","56,007","160,420","6,607"
B,B1_26_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_26_01_24\B1_26_01_24_1",36,0.025,"119,257","68,497","161,488","7,368"
B,B1_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_27_11_23\B1_27_11_23_3",42,0.022,"142,915","74,079","168,752","6,647"
B,B1_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_27_11_23\B1_27_11_23_3",42,0.022,"133,445","74,891","168,871","6,647"
B,B1_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_27_11_23\B1_27_11_23_2",41,0.023,"125,350","73,860","164,551","6,903"
B,B1_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_27_11_23\B1_27_11_23_1",38,0.023,"122,802","69,085","167,491","6,964"
B,B1_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_28_11_23\B1_28_11_23",43,0.024,"135,949","70,627","164,135","7,101"
B,B1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_29_01_24\B1_29_01_24_2",46,0.023,"136,909","51,282","164,833","6,860"
B,B1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_29_01_24\B1_29_01_24_1",45,0.023,"120,960","54,611","163,014","6,973"
B,B1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_29_01_24\B1_29_01_24_1",44,0.025,"117,703","60,412","161,583","7,419"
B,B2 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 09_02_24\Snap-144.czi,1,0.026,166.239,81.514,221,7.087
B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-163.czi,3,0.024,187.139,105.692,225.519,6.673
B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-161.czi,1,0.025,193.561,108.077,223.637,6.844
B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-162.czi,2,0.025,165.177,90.347,218.813,6.853
B,B2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 exuviae 20_02_24\Snap-90.czi,1,0.027,191.682,106.618,224.83,7.351
B,B2_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_01_01_24\B2_01_01_24",47,0.022,"130,500","75,434","163,739","6,638"
B,B2_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_01_01_24\B2_01_01_24",48,0.024,"120,377","72,018","164,089","7,067"
B,B2_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_05_12_23\B2_05_12_23_2",3,0.020,"124,686","68,515","163,687","6,109"
B,B2_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_05_12_23\B2_05_12_23_1",1,0.022,"120,665","66,920","168,251","6,528"
B,B2_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_05_12_23\B2_05_12_23_1",2,0.023,"125,337","73,437","167,771","7,020"
B,B2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_08_01_24\B2_08_01_24",4,0.021,"138,678","87,929","169,671","6,373"
B,B2_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_08_12_23\B2_08_12_23_2",6,0.023,"135,329","62,468","166,824","6,872"
B,B2_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_08_12_23\B2_08_12_23_1",5,0.025,"89,132","44,335","151,332","7,530"
B,B2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_12_01_24\B2_12_01_24",7,0.022,"122,028","59,484","161,430","6,722"
B,B2_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_15_12_23\B2_15_12_23",10,0.023,"124,706","75,246","162,568","6,810"
B,B2_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_16_01_24\B2_16_01_24_1",11,0.022,"131,177","68,629","169,560","6,524"
B,B2_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_16_01_24\B2_16_01_24_2",12,0.022,"128,743","76,940","161,291","6,556"
B,B2_19_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_19_01_24\B2_19_01_24",13,0.020,"60,834","41,068","138,240","5,867"
B,B2_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_22_12_23\B2_22_12_23",14,0.023,"121,978","65,029","164,724","6,984"
B,B2_23_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_23_01_24\B2_23_01_24",15,0.025,"69,008","43,038","150,945","7,353"
B,B2_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_25_12_23\B2_25_12_23_2",17,0.021,"122,116","74,818","160,488","6,328"
B,B2_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_25_12_23\B2_25_12_23_1",16,0.024,"122,906","75,328","163,189","7,101"
B,B2_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_27_11_23\B2_27_11_23",18,0.022,"119,083","63,855","167,350","6,579"
B,B2_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_28_11_23\B2_28_11_23",19,0.021,"107,125","55,037","158,530","6,398"
B,B2_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_28_12_23\B2_28_12_23_3",24,0.022,"122,095","46,652","157,973","6,511"
B,B2_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_28_12_23\B2_28_12_23_2",21,0.023,"133,567","67,286","161,303","6,944"
B,B2_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_28_12_23\B2_28_12_23_1",20,0.024,"110,986","56,374","154,284","7,297"
B,B2_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B2_29_01_24\B2_29_01_24",25,0.022,"117,898","62,351","163,275","6,612"
B,B3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 01_02_24\Snap-258.czi,1,0.026,173.527,103.683,220.082,7.13
B,B3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 04_03_24\Snap-247.czi,1,0.035,150.884,79.672,224.207,9.688
B,B3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 09_02_24\Snap-49.czi,1,0.024,165.687,98.615,210.642,6.437
B,B3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 12_02_24\Snap-47.czi,1,0.028,168.396,79.471,220.474,7.676
B,B3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 15_02_24\Snap-148.czi,1,0.029,176.877,75.776,222.75,7.867
B,B3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 06_02_24\Snap-207.czi,1,0.026,181.327,71.004,224.988,7.038
B,B3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 06_02_24\Snap-208.czi,2,0.026,158.196,61.083,225.155,7.09
B,B3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 23_02_24\Snap-209.czi,1,0.027,185.22,101.047,223.618,7.405
B,B3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 23_02_24\Snap-210.czi,2,0.027,164.915,102.814,213.946,7.486
B,B3_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_01_01_24\B3_01_01_24",26,0.026,"112,370","56,720","164,912","7,696"
B,B3_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_05_12_23\B3_05_12_23",28,0.022,"95,890","55,431","140,667","6,671"
B,B3_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_05_12_23\B3_05_12_23",27,0.023,"102,180","55,095","143,321","6,768"
B,B3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_08_12_23\B3_08_12_23_2",31,0.023,"121,480","53,849","163,277","6,975"
B,B3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_08_12_23\B3_08_12_23_1",30,0.024,"129,870","52,921","163,819","7,151"
B,B3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_08_12_23\B3_08_12_23_2",32,0.025,"128,857","51,583","167,971","7,382"
B,B3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_08_12_23\B3_08_12_23_1",29,0.025,"78,194","43,774","149,577","7,426"
B,B3_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_15_12_23\B3_15_12_23",33,0.024,"108,218","50,657","153,628","7,309"
B,B3_19_01_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_19_01_23\B3_19_01_23_2",35,0.020,"77,183","41,222","139,550","5,938"
B,B3_19_01_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_19_01_23\B3_19_01_23_1",34,0.022,"71,551","44,414","132,889","6,678"
B,B3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_22_12_2023\B3_22_12_2023_1",36,0.023,"97,157","38,860","123,608","6,992"
B,B3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_22_12_2023\B3_22_12_2023_2",37,0.024,"102,714","47,461","126,784","7,245"
B,B3_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_25_12_23\B3_25_12_23",38,0.021,"125,176","73,504","167,024","6,392"
B,B3_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_27_11_23\B3_27_11_23",39,0.023,"121,747","65,704","164,314","6,748"
B,B3_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_28_11_23\B3_28_11_23_2",41,0.023,"126,334","68,571","160,636","6,943"
B,B3_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_28_11_23\B3_28_11_23_1",40,0.023,"115,920","49,304","162,489","7,029"
B,B3_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B3_29_01_24\B3_29_01_24",42,0.022,"124,825","68,758","165,907","6,574"
B,B4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 01_02_24\Snap-259.czi,1,0.025,161.88,86.856,214.662,6.874
B,B4 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 04_03_24\Snap-246.czi,1,0.026,102.134,52.043,199.452,7.182
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-36.czi,3,0.024,187.632,93.061,227.078,6.681
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-35.czi,2,0.026,177.876,76.941,222.749,7.076
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-34.czi,1,0.026,166.712,80.966,220.325,7.104
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-39.czi,6,0.026,165.76,73.886,222.272,7.115
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-37.czi,4,0.026,162.784,64.873,227.478,7.177
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-38.czi,5,0.026,172.723,62.606,224.756,7.184
B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-527.czi,7,0.027,181.848,108.61,228.134,7.276
B,B4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 12_02_24\Snap-46.czi,1,0.026,171.106,83.788,228.162,6.994
B,B4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 15_02_24\Snap-44.czi,1,0.023,161.735,104.926,215.05,6.4
B,B4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 15_02_24\Snap-45.czi,2,0.024,181.205,122.108,223.677,6.443
B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-97.czi,3,0.026,169.977,79.797,228.002,7.05
B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-96.czi,2,0.026,176.74,82.694,229.349,7.107
B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-95.czi,1,0.028,177.169,74.895,224.581,7.734
B,B4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 23_02_24\Snap-215.czi,1,0.027,163.598,88.035,224.854,7.499
B,B4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 26_02_24\Snap-197.czi,1,0.025,159.2,87.316,208,6.769
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_4",50,0.022,"118,898","64,981","163,215","6,535"
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_3",47,0.022,"128,573","69,589","166,953","6,671"
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_4",51,0.023,"142,090","66,184","169,748","6,802"
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_2",46,0.023,"107,990","52,566","157,690","6,881"
